0.3629	0.271	0.0121
0.392	0.2423	0.0121
0.4151	0.2169	0.0121
0.3768	0.2816	0.0121
0.4166	0.2569	0.0121
0.4515	0.2329	0.0121
0.3908	0.2929	0.0121
0.442	0.2728	0.0121
0.402	0.3034	0.0121
0.466	0.2888	0.0121
0.4128	0.3154	0.0121
0.4933	0.3068	0.0121
0.4258	0.3344	0.0121
0.5311	0.3371	0.0121
0.6048	0.327	0.0121
0.4377	0.358	0.0121
0.443	0.3775	0.0121
0.4446	0.3982	0.0121
0.4362	0.4177	0.0121
0.423	0.4265	0.0121
0.4042	0.4287	0.0121
0.3802	0.4212	0.0121
0.354	0.4088	0.0121
0.3359	0.3982	0.0121
0.3154	0.384	0.0121
0.3133	0.538	0.0121
0.3006	0.372	0.0121
0.291	0.3634	0.0121
0.2833	0.3564	0.0121
0.2758	0.3484	0.0121
0.2689	0.3407	0.0121
0.26	0.3289	0.0121
0.25	0.3141	0.0121
0.243	0.3023	0.0121
0.2362	0.2882	0.0121
0.2322	0.2781	0.0121
0.2291	0.2677	0.0121
0.2291	0.2579	0.0121
0.2309	0.2491	0.0121
0.236	0.242	0.0121
0.2427	0.2368	0.0121
0.2012	0.1867	0.0121
0.2547	0.231	0.0121
0.2232	0.1821	0.0121
0.2	0.1422	0.0121
0.1872	0.1141	0.0121
0.1804	0.095	0.0121
0.1763	0.0804	0.0121
0.2677	0.228	0.0121
0.2459	0.1828	0.0121
0.229	0.147	0.0121
0.219	0.1228	0.0121
0.212	0.1029	0.0121
0.2808	0.2296	0.0121
0.2668	0.1874	0.0121
0.257	0.1559	0.0121
0.2496	0.1303	0.0121
0.2936	0.233	0.0121
0.2854	0.1927	0.0121
0.2794	0.1628	0.0121
0.2742	0.1375	0.0121
0.303	0.2361	0.0121
0.2991	0.1974	0.0121
0.296	0.1682	0.0121
0.3132	0.2404	0.0121
0.3132	0.2032	0.0121
0.3126	0.1737	0.0121
0.324	0.2459	0.0121
0.329	0.2095	0.0121
0.3321	0.1811	0.0121
0.3378	0.2542	0.0121
0.3503	0.2196	0.0121
0.3588	0.192	0.0121
0.3498	0.2617	0.0121
0.3705	0.23	0.0121
0.3865	0.2036	0.0121
0.3532	0.2957	0.03126
0.385	0.2778	0.03126
0.4139	0.2608	0.03126
0.4428	0.2419	0.03126
0.3614	0.3033	0.03126
0.4021	0.29	0.03126
0.439	0.276	0.03126
0.4776	0.2593	0.03126
0.3692	0.3111	0.03126
0.4184	0.3032	0.03126
0.4642	0.2934	0.03126
0.5143	0.28	0.03126
0.3751	0.3181	0.03126
0.4335	0.3169	0.03126
0.4875	0.3123	0.03126
0.5433	0.3027	0.03126
0.3811	0.3274	0.03126
0.4481	0.333	0.03126
0.5095	0.3331	0.03126
0.5713	0.3259	0.03126
0.3852	0.3365	0.03126
0.4598	0.3508	0.03126
0.528	0.3581	0.03126
0.388	0.3476	0.03126
0.4674	0.3738	0.03126
0.5426	0.3925	0.03126
0.3889	0.359	0.03126
0.469	0.3964	0.03126
0.3872	0.3688	0.03126
0.4676	0.4168	0.03126
0.3825	0.3785	0.03126
0.4627	0.4392	0.03126
0.3757	0.3839	0.03126
0.4543	0.4573	0.03126
0.366	0.3858	0.03126
0.4401	0.4723	0.03126
0.3556	0.3848	0.03126
0.4188	0.4789	0.03126
0.3421	0.3803	0.03126
0.3881	0.4752	0.03126
0.3309	0.3743	0.03126
0.3582	0.465	0.03126
0.3165	0.365	0.03126
0.3248	0.4457	0.03126
0.326	0.5379	0.03126
0.3069	0.358	0.03126
0.2986	0.424	0.03126
0.2852	0.4972	0.03126
0.2978	0.3507	0.03126
0.2763	0.3998	0.03126
0.2918	0.345	0.03126
0.264	0.3845	0.03126
0.2869	0.34	0.03126
0.254	0.3705	0.03126
0.282	0.3341	0.03126
0.2442	0.3559	0.03126
0.2765	0.3271	0.03126
0.2343	0.3378	0.03126
0.2697	0.3175	0.03126
0.2651	0.3098	0.03126
0.2606	0.301	0.03126
0.2578	0.294	0.03126
0.2559	0.2874	0.03126
0.2545	0.2799	0.03126
0.2063	0.24	0.03126
0.2558	0.2725	0.03126
0.2102	0.2313	0.03126
0.2592	0.2675	0.03126
0.2175	0.2245	0.03126
0.2638	0.2624	0.03126
0.2263	0.2192	0.03126
0.1942	0.1811	0.03126
0.2712	0.2582	0.03126
0.242	0.2148	0.03126
0.2189	0.179	0.03126
0.2005	0.1495	0.03126
0.1882	0.1258	0.03126
0.1813	0.1094	0.03126
0.1762	0.0955	0.03126
0.1728	0.0839	0.03126
0.1701	0.0742	0.03126
0.2803	0.2567	0.03126
0.26	0.2162	0.03126
0.244	0.184	0.03126
0.2294	0.1551	0.03126
0.22	0.133	0.03126
0.2139	0.117	0.03126
0.2087	0.1026	0.03126
0.2892	0.2583	0.03126
0.2758	0.2208	0.03126
0.2661	0.1921	0.03126
0.257	0.1635	0.03126
0.2501	0.1422	0.03126
0.2449	0.1245	0.03126
0.2984	0.2612	0.03126
0.2908	0.2261	0.03126
0.285	0.1992	0.03126
0.2791	0.1707	0.03126
0.2748	0.15	0.03126
0.2709	0.132	0.03126
0.3071	0.2647	0.03126
0.3048	0.2321	0.03126
0.3025	0.2058	0.03126
0.3	0.1781	0.03126
0.2979	0.1569	0.03126
0.3161	0.2691	0.03126
0.3189	0.239	0.03126
0.3207	0.2132	0.03126
0.3219	0.1862	0.03126
0.323	0.1659	0.03126
0.3279	0.2754	0.03126
0.3382	0.2496	0.03126
0.347	0.2259	0.03126
0.3555	0.2003	0.03126
0.3617	0.18	0.03126
0.3383	0.2829	0.03126
0.3558	0.2597	0.03126
0.3708	0.238	0.03126
0.3858	0.214	0.03126
0.3459	0.2892	0.03126
0.3702	0.2683	0.03126
0.3918	0.249	0.03126
0.4137	0.2276	0.03126
0.3526	0.3068	0.06555
0.3889	0.2969	0.06555
0.4218	0.2864	0.06555
0.4552	0.2741	0.06555
0.4851	0.2618	0.06555
0.3591	0.313	0.06555
0.4021	0.3076	0.06555
0.4409	0.3009	0.06555
0.4821	0.2918	0.06555
0.5191	0.2811	0.06555
0.3645	0.319	0.06555
0.4148	0.319	0.06555
0.4592	0.3168	0.06555
0.5064	0.3114	0.06555
0.55	0.3024	0.06555
0.369	0.3248	0.06555
0.424	0.3302	0.06555
0.4738	0.3316	0.06555
0.5251	0.3297	0.06555
0.573	0.324	0.06555
0.3728	0.3314	0.06555
0.4308	0.3412	0.06555
0.4854	0.3467	0.06555
0.5393	0.3477	0.06555
0.5871	0.344	0.06555
0.3757	0.3391	0.06555
0.436	0.3563	0.06555
0.4954	0.3692	0.06555
0.5475	0.3771	0.06555
0.3771	0.3476	0.06555
0.4376	0.3715	0.06555
0.4966	0.3908	0.06555
0.3771	0.3549	0.06555
0.4378	0.3865	0.06555
0.493	0.4116	0.06555
0.3747	0.363	0.06555
0.4341	0.4018	0.06555
0.4872	0.4326	0.06555
0.3703	0.37	0.06555
0.4277	0.4166	0.06555
0.3646	0.3748	0.06555
0.4191	0.4283	0.06555
0.3589	0.3778	0.06555
0.4086	0.4379	0.06555
0.3513	0.3789	0.06555
0.3961	0.4452	0.06555
0.3412	0.3768	0.06555
0.3772	0.4484	0.06555
0.3319	0.3729	0.06555
0.3554	0.4429	0.06555
0.375	0.5109	0.06555
0.318	0.3644	0.06555
0.327	0.4288	0.06555
0.3333	0.4967	0.06555
0.3088	0.3578	0.06555
0.3053	0.4123	0.06555
0.2992	0.4717	0.06555
0.2999	0.35	0.06555
0.2836	0.3915	0.06555
0.2642	0.4342	0.06555
0.2935	0.3439	0.06555
0.2711	0.378	0.06555
0.289	0.3391	0.06555
0.2618	0.3667	0.06555
0.2844	0.3337	0.06555
0.2525	0.3537	0.06555
0.2799	0.3271	0.06555
0.2437	0.3386	0.06555
0.2742	0.3192	0.06555
0.2343	0.32	0.06555
0.2699	0.312	0.06555
0.2272	0.3041	0.06555
0.266	0.305	0.06555
0.2221	0.2886	0.06555
0.2636	0.2983	0.06555
0.2183	0.2748	0.06555
0.2617	0.2921	0.06555
0.2176	0.2632	0.06555
0.2616	0.2857	0.06555
0.22	0.2536	0.06555
0.2631	0.2801	0.06555
0.2246	0.2467	0.06555
0.2663	0.2756	0.06555
0.2312	0.2405	0.06555
0.2022	0.2101	0.06555
0.2708	0.2719	0.06555
0.2393	0.2361	0.06555
0.2122	0.2052	0.06555
0.1908	0.1799	0.06555
0.2777	0.2687	0.06555
0.252	0.2319	0.06555
0.2311	0.201	0.06555
0.2149	0.1761	0.06555
0.2005	0.1536	0.06555
0.1903	0.1353	0.06555
0.1824	0.1188	0.06555
0.1765	0.1048	0.06555
0.173	0.0948	0.06555
0.1702	0.0867	0.06555
0.1677	0.0782	0.06555
0.1658	0.0711	0.06555
0.2847	0.267	0.06555
0.266	0.2319	0.06555
0.2511	0.2031	0.06555
0.2387	0.1786	0.06555
0.2278	0.1565	0.06555
0.2206	0.1407	0.06555
0.2142	0.125	0.06555
0.2092	0.1118	0.06555
0.206	0.102	0.06555
0.203	0.093	0.06555
0.2922	0.268	0.06555
0.2792	0.2342	0.06555
0.2691	0.2072	0.06555
0.2615	0.1845	0.06555
0.2548	0.1638	0.06555
0.2498	0.148	0.06555
0.2449	0.1325	0.06555
0.241	0.1198	0.06555
0.238	0.1094	0.06555
0.2997	0.27	0.06555
0.2928	0.2386	0.06555
0.287	0.2135	0.06555
0.2819	0.191	0.06555
0.2772	0.1707	0.06555
0.2739	0.1539	0.06555
0.2707	0.1397	0.06555
0.268	0.1272	0.06555
0.3088	0.274	0.06555
0.3072	0.2448	0.06555
0.3057	0.2208	0.06555
0.3037	0.1981	0.06555
0.302	0.1794	0.06555
0.3003	0.1618	0.06555
0.2992	0.1475	0.06555
0.317	0.279	0.06555
0.3214	0.2517	0.06555
0.3243	0.2293	0.06555
0.3269	0.2075	0.06555
0.3286	0.1889	0.06555
0.3301	0.1715	0.06555
0.3272	0.2861	0.06555
0.34	0.2624	0.06555
0.3501	0.2425	0.06555
0.3598	0.2233	0.06555
0.3681	0.2054	0.06555
0.3754	0.1898	0.06555
0.337	0.294	0.06555
0.3586	0.2742	0.06555
0.3765	0.2569	0.06555
0.393	0.2395	0.06555
0.4073	0.2235	0.06555
0.345	0.3001	0.06555
0.3739	0.2851	0.06555
0.399	0.2708	0.06555
0.4234	0.2556	0.06555
0.4445	0.2419	0.06555
0.3417	0.3106	0.12
0.3715	0.3042	0.12
0.3999	0.2972	0.12
0.4282	0.289	0.12
0.4528	0.2811	0.12
0.4789	0.2717	0.12
0.502	0.2623	0.12
0.3461	0.315	0.12
0.3806	0.3125	0.12
0.4141	0.3085	0.12
0.4472	0.3031	0.12
0.4774	0.2969	0.12
0.5072	0.2897	0.12
0.5369	0.281	0.12
0.3508	0.32	0.12
0.3916	0.3223	0.12
0.4299	0.3226	0.12
0.469	0.3209	0.12
0.5043	0.3176	0.12
0.5385	0.3129	0.12
0.5734	0.3057	0.12
0.3538	0.3236	0.12
0.399	0.33	0.12
0.4415	0.334	0.12
0.485	0.3359	0.12
0.5235	0.3351	0.12
0.5603	0.3321	0.12
0.5959	0.3269	0.12
0.3582	0.3294	0.12
0.4078	0.3412	0.12
0.4535	0.35	0.12
0.4995	0.3557	0.12
0.5418	0.358	0.12
0.5801	0.3588	0.12
0.3624	0.3367	0.12
0.4141	0.3539	0.12
0.4612	0.3674	0.12
0.5071	0.3777	0.12
0.5475	0.3856	0.12
0.3651	0.3442	0.12
0.4187	0.3679	0.12
0.4651	0.3859	0.12
0.507	0.3994	0.12
0.3662	0.3504	0.12
0.4208	0.3809	0.12
0.4655	0.4029	0.12
0.5038	0.4204	0.12
0.366	0.359	0.12
0.4189	0.3948	0.12
0.4618	0.4213	0.12
0.3633	0.3654	0.12
0.4138	0.4076	0.12
0.4542	0.4391	0.12
0.359	0.3701	0.12
0.4069	0.4188	0.12
0.4451	0.455	0.12
0.3542	0.3727	0.12
0.3982	0.4272	0.12
0.4331	0.4688	0.12
0.3436	0.3732	0.12
0.3871	0.4321	0.12
0.419	0.4795	0.12
0.3382	0.3706	0.12
0.3708	0.4329	0.12
0.3968	0.4857	0.12
0.3312	0.3678	0.12
0.3538	0.4284	0.12
0.3718	0.4852	0.12
0.3185	0.3604	0.12
0.3281	0.4157	0.12
0.3355	0.4739	0.12
0.34	0.5348	0.12
0.3109	0.355	0.12
0.31	0.4018	0.12
0.3069	0.455	0.12
0.3008	0.5095	0.12
0.3012	0.347	0.12
0.2891	0.3821	0.12
0.2735	0.4215	0.12
0.2959	0.3417	0.12
0.2781	0.3704	0.12
0.2581	0.3992	0.12
0.2919	0.3371	0.12
0.2702	0.3602	0.12
0.2467	0.3822	0.12
0.288	0.3327	0.12
0.2628	0.3498	0.12
0.284	0.327	0.12
0.2552	0.3375	0.12
0.2799	0.3208	0.12
0.248	0.3232	0.12
0.2764	0.3148	0.12
0.2429	0.3108	0.12
0.274	0.3091	0.12
0.2384	0.2984	0.12
0.2727	0.3038	0.12
0.236	0.2872	0.12
0.2723	0.2992	0.12
0.2363	0.2782	0.12
0.2733	0.2947	0.12
0.2388	0.2704	0.12
0.2102	0.247	0.12
0.2753	0.291	0.12
0.2429	0.2648	0.12
0.2157	0.2407	0.12
0.2782	0.2876	0.12
0.2487	0.2597	0.12
0.2235	0.2343	0.12
0.1995	0.2094	0.12
0.2816	0.2842	0.12
0.2562	0.256	0.12
0.2325	0.23	0.12
0.2103	0.205	0.12
0.1925	0.1843	0.12
0.2861	0.2819	0.12
0.2657	0.2528	0.12
0.2471	0.2266	0.12
0.2304	0.2023	0.12
0.2158	0.1811	0.12
0.2037	0.1629	0.12
0.1941	0.1468	0.12
0.1861	0.1316	0.12
0.1798	0.1185	0.12
0.1742	0.1058	0.12
0.1713	0.098	0.12
0.1684	0.0899	0.12
0.1659	0.0825	0.12
0.2911	0.2804	0.12
0.2759	0.2522	0.12
0.2618	0.2263	0.12
0.2497	0.2038	0.12
0.2388	0.1837	0.12
0.2298	0.1659	0.12
0.222	0.1503	0.12
0.217	0.1373	0.12
0.212	0.1256	0.12
0.2075	0.114	0.12
0.2048	0.1064	0.12
0.202	0.0985	0.12
0.1994	0.0904	0.12
0.2962	0.2807	0.12
0.2855	0.2531	0.12
0.2763	0.23	0.12
0.2685	0.2089	0.12
0.2619	0.1903	0.12
0.2559	0.173	0.12
0.2509	0.1585	0.12
0.2467	0.1452	0.12
0.243	0.1332	0.12
0.2394	0.1221	0.12
0.2371	0.1143	0.12
0.3022	0.2825	0.12
0.2958	0.2565	0.12
0.2903	0.2347	0.12
0.2855	0.215	0.12
0.2814	0.1967	0.12
0.2778	0.1808	0.12
0.2747	0.166	0.12
0.2718	0.152	0.12
0.2693	0.1408	0.12
0.267	0.13	0.12
0.3093	0.2859	0.12
0.3084	0.2622	0.12
0.3076	0.2416	0.12
0.3066	0.2228	0.12
0.3056	0.206	0.12
0.3045	0.1905	0.12
0.3035	0.1755	0.12
0.3028	0.1621	0.12
0.3016	0.15	0.12
0.3162	0.2902	0.12
0.321	0.2686	0.12
0.3248	0.2493	0.12
0.328	0.2318	0.12
0.3306	0.2162	0.12
0.3331	0.2014	0.12
0.3351	0.1875	0.12
0.337	0.1756	0.12
0.3231	0.2951	0.12
0.334	0.277	0.12
0.3442	0.2595	0.12
0.3533	0.2438	0.12
0.3608	0.2301	0.12
0.3683	0.2162	0.12
0.3748	0.2039	0.12
0.3807	0.1923	0.12
0.331	0.301	0.12
0.3491	0.2872	0.12
0.3671	0.2733	0.12
0.3833	0.26	0.12
0.396	0.2489	0.12
0.4104	0.2361	0.12
0.4225	0.2249	0.12
0.3371	0.3061	0.12
0.3612	0.2963	0.12
0.385	0.2859	0.12
0.4072	0.275	0.12
0.4259	0.2651	0.12
0.445	0.2541	0.12
0.4629	0.2437	0.12
0.3332	0.3131	0.1977
0.3594	0.309	0.1977
0.3851	0.3039	0.1977
0.4105	0.298	0.1977
0.4332	0.2918	0.1977
0.4579	0.2841	0.1977
0.4767	0.2776	0.1977
0.4986	0.2695	0.1977
0.336	0.3158	0.1977
0.366	0.3148	0.1977
0.396	0.313	0.1977
0.4252	0.3101	0.1977
0.4533	0.3058	0.1977
0.482	0.3002	0.1977
0.5047	0.295	0.1977
0.53	0.288	0.1977
