0.1063093693	0.1259239466	-0.0206916899
0.1063093693	0.2094425106	-0.0395652091
0.1063093693	0.2879194438	-0.0587990038
0.1063093693	0.1259239466	-0.0044475069
0.1063093693	0.2094425106	-0.011692452
0.1063093693	0.294081771	-0.0216709697
0.1063093693	0.1232975286	0.0130225675
0.1063093693	0.2094425106	0.0176103632
0.1063093693	0.1206602124	0.0295176599
0.1063093693	0.2071301932	0.0473778173
0.1063093693	0.1153524289	0.046058262
0.1063093693	0.2071301932	0.0790471452
0.1063093693	0.1046009488	0.0684907025
0.1063093693	0.1978010478	0.1212729156
0.1063093693	0.2712225268	0.1503031328
0.1063093693	0.0881189526	0.0922426984
0.1063093693	0.0711852554	0.106757807
0.1063093693	0.0508151002	0.1199533603
0.1063093693	0.0235624159	0.1278706922
0.1063093693	0.0046647948	0.1265511369
0.1063093693	-0.0148737257	0.1212729156
0.1063093693	-0.0316864712	0.1080773623
0.1063093693	-0.0455107882	0.0909231431
0.1063093693	-0.0561111988	0.0764080345
0.1063093693	-0.0669215526	0.0579342599
0.1063093693	-0.1800497898	0.1397466902
0.1063093693	-0.0705734847	0.0434275342
0.1063093693	-0.0742503451	0.0319798138
0.1063093693	-0.0779525637	0.0234826523
0.1063093693	-0.0779525637	0.0130225675
0.1063093693	-0.0779525637	0.0041198487
0.1063093693	-0.0779525637	-0.0086149357
0.1063093693	-0.0779525637	-0.0255487586
0.1063093693	-0.0742503451	-0.0386551354
0.1063093693	-0.0669215526	-0.0545532957
0.1063093693	-0.0596908115	-0.0654508135
0.1063093693	-0.0490215585	-0.0767014973
0.1063093693	-0.0385555605	-0.0874986029
0.1063093693	-0.0215386533	-0.0964251184
0.1063093693	-0.0017741664	-0.1022203652
0.1063093693	0.0173311937	-0.1057824812
0.1063093693	0.0358297753	-0.1864545185
0.1063093693	0.0448661173	-0.1078983682
0.1063093693	0.0881189526	-0.1853685474
0.1063093693	0.1465560139	-0.2648957896
0.1063093693	0.2163326172	-0.3357447789
0.1063093693	0.2837816553	-0.3961220894
0.1063093693	0.3530017568	-0.4528200106
0.1063093693	0.0711852554	-0.1071948285
0.1063093693	0.1285395785	-0.175986318
0.1063093693	0.1907183573	-0.2445015663
0.1063093693	0.2541231783	-0.3013835431
0.1063093693	0.3221660457	-0.3583391252
0.1063093693	0.0881189526	-0.1000612114
0.1063093693	0.1516124763	-0.1610767613
0.1063093693	0.2163326172	-0.2169715794
0.1063093693	0.2879194438	-0.2717268522
0.1063093693	0.099155288	-0.0912532033
0.1063093693	0.1690074346	-0.1466475227
0.1063093693	0.236596236	-0.1960679676
